0	0	1210
0	0.05	1208
0	0.1	1205
0	0.15	1200
0	0.2	1194
0	0.25	1187
0	0.3	1180
0	0.35	1170
0	0.4	1162
0	0.45	1150
0	0.5	1141
0	0.55	1129
0	0.6	1118
0	0.65	1105
0	0.7	1091
0	0.75	1075
0	0.8	1063
0	0.85	1052
0	0.9	1040
0	0.95	1036
0	1	1032
0.05	0	1208
0.05	0.05	1207
0.05	0.1	1203
0.05	0.15	1197
0.05	0.2	1191
0.05	0.25	1184
0.05	0.3	1176
0.05	0.35	1166
0.05	0.4	1157
0.05	0.45	1145
0.05	0.5	1135
0.05	0.55	1124
0.05	0.6	1112
0.05	0.65	1099
0.05	0.7	1084
0.05	0.75	1069
0.05	0.8	1057
0.05	0.85	1046
0.05	0.9	1037
0.05	0.95	1036
0.1	0	1206
0.1	0.05	1204
0.1	0.1	1200
0.1	0.15	1193
0.1	0.2	1185
0.1	0.25	1177
0.1	0.3	1168
0.1	0.35	1158
0.1	0.4	1148
0.1	0.45	1136
0.1	0.5	1125
0.1	0.55	1113
0.1	0.6	1100
0.1	0.65	1084
0.1	0.7	1069
0.1	0.75	1057
0.1	0.8	1045
0.1	0.85	1036
0.1	0.9	1037
0.15	0	1206
0.15	0.05	1204
0.15	0.1	1199
0.15	0.15	1191
0.15	0.2	1182
0.15	0.25	1173
0.15	0.3	1164
0.15	0.35	1153
0.15	0.4	1143
0.15	0.45	1130
0.15	0.5	1118
0.15	0.55	1105
0.15	0.6	1090
0.15	0.65	1077
0.15	0.7	1063
0.15	0.75	1051
0.15	0.8	1042
0.15	0.85	1036
0.2	0	1207
0.2	0.05	1204
0.2	0.1	1198
0.2	0.15	1189
0.2	0.2	1180
0.2	0.25	1170
0.2	0.3	1161
0.2	0.35	1149
0.2	0.4	1138
0.2	0.45	1125
0.2	0.5	1112
0.2	0.55	1097
0.2	0.6	1082
0.2	0.65	1069
0.2	0.7	1058
0.2	0.75	1050
0.2	0.8	1042
0.25	0	1210
0.25	0.05	1207
0.25	0.1	1201
0.25	0.15	1192
0.25	0.2	1183
0.25	0.25	1172
0.25	0.3	1162
0.25	0.35	1150
0.25	0.4	1138
0.25	0.45	1124
0.25	0.5	1111
0.25	0.55	1096
0.25	0.6	1083
0.25	0.65	1070
0.25	0.7	1062
0.25	0.75	1050
0.3	0	1214
0.3	0.05	1211
0.3	0.1	1205
0.3	0.15	1197
0.3	0.2	1187
0.3	0.25	1176
0.3	0.3	1165
0.3	0.35	1152
0.3	0.4	1140
0.3	0.45	1126
0.3	0.5	1113
0.3	0.55	1099
0.3	0.6	1088
0.3	0.65	1079
0.3	0.7	1062
0.35	0	1219
0.35	0.05	1216
0.35	0.1	1210
0.35	0.15	1203
0.35	0.2	1195
0.35	0.25	1183
0.35	0.3	1172
0.35	0.35	1159
0.35	0.4	1149
0.35	0.45	1139
0.35	0.5	1125
0.35	0.55	1111
0.35	0.6	1102
0.35	0.65	1079
0.4	0	1226
0.4	0.05	1223
0.4	0.1	1217
0.4	0.15	1210
0.4	0.2	1203
0.4	0.25	1193
0.4	0.3	1182
0.4	0.35	1170
0.4	0.4	1160
0.4	0.45	1151
0.4	0.5	1142
0.4	0.55	1131
0.4	0.6	1102
0.45	0	1234
0.45	0.05	1231
0.45	0.1	1225
0.45	0.15	1218
0.45	0.2	1212
0.45	0.25	1206
0.45	0.3	1197
0.45	0.35	1185
0.45	0.4	1176
0.45	0.45	1167
0.45	0.5	1160
0.45	0.55	1131
0.5	0	1243
0.5	0.05	1240
0.5	0.1	1234
0.5	0.15	1228
0.5	0.2	1222
0.5	0.25	1216
0.5	0.3	1210
0.5	0.35	1203
0.5	0.4	1197
0.5	0.45	1189
0.5	0.5	1160
0.55	0	1255
0.55	0.05	1252
0.55	0.1	1246
0.55	0.15	1239
0.55	0.2	1233
0.55	0.25	1229
0.55	0.3	1223
0.55	0.35	1219
0.55	0.4	1213
0.55	0.45	1189
0.6	0	1267
0.6	0.05	1264
0.6	0.1	1258
0.6	0.15	1252
0.6	0.2	1247
0.6	0.25	1242
0.6	0.3	1238
0.6	0.35	1234
0.6	0.4	1213
0.65	0	1280
0.65	0.05	1277
0.65	0.1	1271
0.65	0.15	1266
0.65	0.2	1262
0.65	0.25	1257
0.65	0.3	1254
0.65	0.35	1234
0.7	0	1294
0.7	0.05	1292
0.7	0.1	1287
0.7	0.15	1283
0.7	0.2	1279
0.7	0.25	1275
0.7	0.3	1254
0.75	0	1306
0.75	0.05	1305
0.75	0.1	1302
0.75	0.15	1300
0.75	0.2	1296
0.75	0.25	1275
0.8	0	1316
0.8	0.05	1314
0.8	0.1	1312
0.8	0.15	1310
0.8	0.2	1296
0.85	0	1326
0.85	0.05	1325
0.85	0.1	1322
0.85	0.15	1310
0.9	0	1336
0.9	0.05	1335
0.9	0.1	1322
0.95	0	1346
0.95	0.05	1335
1	0	1346
