0	0.25	500.284
0	0.3	507.181
0	0.35	513.216
0	0.4	518.449
0	0.45	522.592
0	0.5	525.618
0	0.55	526.999
0	0.6	526.705
0	0.65	524.619
0	0.7	520.384
0	0.75	513.876
0	0.8	505.097
0.05	0.05	509.787
0.05	0.1	527.633
0.05	0.15	543.056
0.05	0.2	556.77
0.05	0.25	569.172
0.05	0.3	579.84
0.05	0.35	588.223
0.05	0.4	593.917
0.05	0.45	596.4
0.05	0.5	595.351
0.05	0.55	590.74
0.05	0.6	583.415
0.05	0.65	572.931
0.05	0.7	559.75
0.05	0.75	543.267
0.05	0.8	524.641
0.05	0.85	503.902
0.1	0	623.198
0.1	0.05	628.125
0.1	0.1	632.98
0.1	0.15	636.954
0.1	0.2	640.31
0.1	0.25	642.825
0.1	0.3	645.128
0.1	0.35	646.251
0.1	0.4	646.102
0.1	0.45	644.997
0.1	0.5	642.888
0.1	0.55	639.488
0.1	0.6	634.167
0.1	0.65	627.695
0.1	0.7	617.255
0.1	0.75	602.109
0.1	0.8	565.105
0.1	0.85	526.999
0.15	0	691.692
0.15	0.05	694.667
0.15	0.1	697.833
0.15	0.15	701.723
0.15	0.2	707.815
0.15	0.25	710.999
0.15	0.3	711.707
0.15	0.35	710.358
0.15	0.4	706.718
0.15	0.45	702.111
0.15	0.5	697.474
0.15	0.55	693.299
0.15	0.6	686.9
0.15	0.65	676.109
0.15	0.7	664.833
0.15	0.75	648.503
0.15	0.8	620.485
0.15	0.85	526.999
0.2	0	890.614
0.2	0.05	870.656
0.2	0.1	851.99
0.2	0.15	845.771
0.2	0.2	840.566
0.2	0.25	834.854
0.2	0.3	828.577
0.2	0.35	821.409
0.2	0.4	813.485
0.2	0.45	804.53
0.2	0.5	791.479
0.2	0.55	777.206
0.2	0.6	765.069
0.2	0.65	754.957
0.2	0.7	739.836
0.2	0.75	718.041
0.2	0.8	620.485
0.25	0	951.528
0.25	0.05	946.583
0.25	0.1	940.522
0.25	0.15	933.522
0.25	0.2	926.398
0.25	0.25	918.163
0.25	0.3	909.427
0.25	0.35	899.622
0.25	0.4	879.53
0.25	0.45	860.73
0.25	0.5	846.587
0.25	0.55	835.126
0.25	0.6	821.549
0.25	0.65	805.283
0.25	0.7	790.84
0.25	0.75	718.041
0.3	0	1001.84
0.3	0.05	999.617
0.3	0.1	995.602
0.3	0.15	989.906
0.3	0.2	984.444
0.3	0.25	975.689
0.3	0.3	964.931
0.3	0.35	952.148
0.3	0.4	940.979
0.3	0.45	929.141
0.3	0.5	915.153
0.3	0.55	898.572
0.3	0.6	880.081
0.3	0.65	863.587
0.3	0.7	790.84
0.35	0	1035.15
0.35	0.05	1032.01
0.35	0.1	1029.08
0.35	0.15	1026.31
0.35	0.2	1022.35
0.35	0.25	1018.11
0.35	0.3	1013.51
0.35	0.35	1008.56
0.35	0.4	1003.35
0.35	0.45	993.253
0.35	0.5	974.801
0.35	0.55	957.401
0.35	0.6	940.021
0.35	0.65	863.587
0.4	0	1062.53
0.4	0.05	1060.37
0.4	0.1	1057.61
0.4	0.15	1054.51
0.4	0.2	1051.02
0.4	0.25	1046.46
0.4	0.3	1040.69
0.4	0.35	1034.42
0.4	0.4	1028.4
0.4	0.45	1022.21
0.4	0.5	1015.48
0.4	0.55	1008.2
0.4	0.6	940.021
0.45	0	1085.32
0.45	0.05	1082.48
0.45	0.1	1079.34
0.45	0.15	1075.97
0.45	0.2	1072.18
0.45	0.25	1068.07
0.45	0.3	1063.47
0.45	0.35	1058.25
0.45	0.4	1052.72
0.45	0.45	1046.5
0.45	0.5	1037.82
0.45	0.55	1008.2
0.5	0	1106.51
0.5	0.05	1104.17
0.5	0.1	1101.69
0.5	0.15	1098.78
0.5	0.2	1094.82
0.5	0.25	1090.56
0.5	0.3	1085.47
0.5	0.35	1080.62
0.5	0.4	1075.23
0.5	0.45	1068.22
0.5	0.5	1037.82
0.55	0	1123.78
0.55	0.05	1121.14
0.55	0.1	1118.37
0.55	0.15	1115.45
0.55	0.2	1112.35
0.55	0.25	1108.88
0.55	0.3	1105.84
0.55	0.35	1102.86
0.55	0.4	1099.98
0.55	0.45	1068.22
0.6	0	1140.23
0.6	0.05	1137.24
0.6	0.1	1134.12
0.6	0.15	1130.84
0.6	0.2	1127.12
0.6	0.25	1123.59
0.6	0.3	1120.22
0.6	0.35	1116.8
0.6	0.4	1099.98
0.65	0	1156.85
0.65	0.05	1152.92
0.65	0.1	1149.04
0.65	0.15	1145.01
0.65	0.2	1141.35
0.65	0.25	1137.46
0.65	0.3	1133.67
0.65	0.35	1116.8
0.7	0	1174.64
0.7	0.05	1170.23
0.7	0.1	1165.32
0.7	0.15	1160.39
0.7	0.2	1155.63
0.7	0.25	1150.79
0.7	0.3	1133.67
0.75	0	1192.49
0.75	0.05	1187.13
0.75	0.1	1181.62
0.75	0.15	1176.1
0.75	0.2	1170.48
0.75	0.25	1150.79
0.8	0	1205.76
0.8	0.05	1202.21
0.8	0.1	1197.49
0.8	0.15	1191.16
0.8	0.2	1170.48
0.85	0	1215.95
0.85	0.05	1212.12
0.85	0.1	1208.05
0.85	0.15	1191.16
0.9	0	1226.29
0.9	0.05	1222.25
0.9	0.1	1208.05
0.95	0	1237.11
0.95	0.05	1222.25
1	0	1237.11

